group_id	group_size	sp_in_grp	seed_ortholog_cnt	Styela_clava.pep	human.pep
3054	2	2	2	evm.model.000017F_arrow_pilon.17.update	ENSG00000049167.16
3055	4	2	4	evm.model.000167F_arrow_pilon.5.update,evm.model.000170F_arrow_pilon.50.update	ENSG00000173083.16,ENSG00000172987.13
3056	3	2	3	evm.model.000193F_arrow_pilon.16.update,evm.model.000653F_arrow_pilon.2.update	ENSG00000152611.12
3057	3	2	3	evm.model.000144F_arrow_pilon.30.update	ENSG00000169884.14,ENSG00000135925.9
3058	2	2	2	evm.model.000028F_arrow_pilon.65.update	ENSG00000100823.12
3059	3	2	3	evm.model.000010F_arrow_pilon.45.update	ENSG00000024526.17,ENSG00000035499.13
3060	4	2	4	evm.TU.000115F_arrow_pilon.3,evm.TU.000071F_arrow_pilon.75	ENSG00000139973.18,ENSG00000143469.20
3061	2	2	2	evm.TU.000176F_arrow_pilon.32	ENSG00000126524.11
3062	4	2	4	evm.model.000424F_arrow_pilon.9.update	ENSG00000115641.19,ENSG00000183386.10,ENSG00000112214.11
3063	2	2	2	evm.model.000147F_arrow_pilon.25.update	ENSG00000063854.13
3064	4	2	4	evm.model.000105F_arrow_pilon.55.update	ENSG00000147573.17,ENSG00000158022.7,ENSG00000138100.14
3065	2	2	2	evm.model.000142F_arrow_pilon.17.update	ENSG00000175104.15
3066	2	2	2	evm.model.000205F_arrow_pilon.11.update	ENSG00000061936.10
3067	2	2	2	evm.model.000143F_arrow_pilon.35.update	ENSG00000110717.13
3068	3	2	3	evm.model.000023F_arrow_pilon.12.update	ENSG00000110786.18,ENSG00000153233.13
3069	3	2	3	MSTRG.17543.update,MSTRG.17544.update	ENSG00000101654.18
3070	2	2	2	evm.model.000146F_arrow_pilon.5.update	ENSG00000165494.12
3071	3	2	3	evm.model.000564F_arrow_pilon.28.update	ENSG00000149809.17,ENSG00000143815.15
3072	2	2	2	evm.model.000367F_arrow_pilon.27.update	ENSG00000108651.10
3073	3	2	3	evm.model.000040F_arrow_pilon.65.update	ENSG00000163624.6,ENSG00000101290.14
3074	2	2	2	evm.TU.000148F_arrow_pilon.24	ENSG00000125651.14
3075	2	2	2	evm.model.000045F_arrow_pilon.16.update	ENSG00000176407.18
3076	4	2	4	evm.model.000267F_arrow_pilon.14.update,evm.model.000267F_arrow_pilon.13.update	ENSG00000134287.10,ENSG00000143761.16
3077	2	2	2	evm.model.000001F_arrow_pilon.83.update	ENSG00000151465.14
3078	4	2	4	evm.model.000378F_arrow_pilon.7.update	ENSG00000007392.17,ENSG00000269955.2,ENSG00000146963.18
3079	6	2	6	evm.model.000533F_arrow_pilon.15.update	ENSG00000106113.19,ENSG00000120088.15,ENSG00000278232.4,ENSG00000276191.4,ENSG00000263715.7
3080	3	2	3	evm.model.000619F_arrow_pilon.9_evm.model.000619F_arrow_pilon.7.update	ENSG00000288407.1,ENSG00000140481.15
3081	2	2	2	evm.model.000765F_arrow_pilon.9.update	ENSG00000137764.20
3082	2	2	2	evm.model.000556F_arrow_pilon.4.update	ENSG00000070785.17
3083	5	2	5	evm.model.000407F_arrow_pilon.22.update,evm.model.000054F_arrow_pilon.6.update	ENSG00000203880.12,ENSG00000280663.4,ENSG00000168300.14
3084	3	2	3	evm.TU.000022F_arrow_pilon.7,evm.model.000271F_arrow_pilon.16.update	ENSG00000111237.19
3085	2	2	2	MSTRG.16396.update	ENSG00000128408.9
3086	2	2	2	evm.TU.000089F_arrow_pilon.10	ENSG00000101194.18
3087	4	2	4	evm.model.000011F_arrow_pilon.7.update,evm.model.000052F_arrow_pilon.34.update	ENSG00000134057.15,ENSG00000157456.8
3088	2	2	2	evm.model.000143F_arrow_pilon.29.update	ENSG00000164169.13
3089	2	2	2	evm.model.000605F_arrow_pilon.16.update	ENSG00000153933.10
3090	4	2	4	evm.model.000079F_arrow_pilon.2.update,evm.model.000301F_arrow_pilon.14.update	ENSG00000064545.15,ENSG00000164180.14
3091	2	2	2	evm.model.000269F_arrow_pilon.17.update	ENSG00000011260.14
3092	2	2	2	evm.model.000132F_arrow_pilon.8.update	ENSG00000112984.12
3093	5	2	5	evm.model.000036F_arrow_pilon.34.update	ENSG00000263290.5,ENSG00000085365.18,ENSG00000116521.11,ENSG00000140497.16
3094	4	2	4	evm.model.000324F_arrow_pilon.3.update	ENSG00000205683.12,ENSG00000011332.22,ENSG00000133884.10
3095	13	2	13	evm.model.000556F_arrow_pilon.10.update,evm.model.000119F_arrow_pilon.19.update,evm.model.000098F_arrow_pilon.22.update,evm.TU.000132F_arrow_pilon.23,evm.TU.000556F_arrow_pilon.8,evm.TU.000119F_arrow_pilon.20,evm.model.000282F_arrow_pilon.22.update,evm.model.000509F_arrow_pilon.6.update	ENSG00000101846.9,ENSG00000006756.16,ENSG00000205667.3,ENSG00000062096.15,ENSG00000157399.17
3096	2	2	2	evm.model.000197F_arrow_pilon.28.update	ENSG00000165118.15
3097	3	2	3	evm.model.000765F_arrow_pilon.8.update	ENSG00000160714.10,ENSG00000140367.12
3098	3	2	3	evm.model.000056F_arrow_pilon.22.update	ENSG00000145386.11,ENSG00000133101.10
3099	2	2	2	evm.model.000089F_arrow_pilon.70.update	ENSG00000141499.17
3100	3	2	3	evm.model.000014F_arrow_pilon.81.update	ENSG00000182872.16,ENSG00000003756.17
3101	2	2	2	evm.model.000068F_arrow_pilon.40.update	ENSG00000111364.16
3102	2	2	2	MSTRG.7366.update	ENSG00000142230.13
3103	5	2	5	MSTRG.9562.update,evm.TU.000309F_arrow_pilon.1,evm.TU.000202F_arrow_pilon.6	ENSG00000162627.17,ENSG00000148158.17
3104	2	2	2	evm.TU.000441F_arrow_pilon.9	ENSG00000134802.18
3105	2	2	2	evm.model.000249F_arrow_pilon.29.update	ENSG00000128191.16
3106	2	2	2	evm.model.000014F_arrow_pilon.9.update	ENSG00000139372.15
3107	2	2	2	evm.model.000021F_arrow_pilon.36.update	ENSG00000118402.6
3108	2	2	2	evm.model.000378F_arrow_pilon.11.update	ENSG00000159377.11
3109	2	2	2	evm.model.000045F_arrow_pilon.27.update	ENSG00000109118.14
3110	2	2	2	evm.model.000148F_arrow_pilon.12.update	ENSG00000142507.10
3111	3	2	3	evm.model.000004F_arrow_pilon.39.update	ENSG00000116260.17,ENSG00000165661.17
3112	2	2	2	evm.model.000124F_arrow_pilon.47.1.update	ENSG00000132603.15
3113	2	2	2	evm.model.000610F_arrow_pilon.14.update	ENSG00000173809.18
3114	2	2	2	evm.model.000146F_arrow_pilon.4.update	ENSG00000137547.9
3115	2	2	2	evm.model.000006F_arrow_pilon.59.update	ENSG00000198890.9
3116	2	2	2	evm.model.000041F_arrow_pilon.44.update	ENSG00000187954.13
3117	5	2	5	evm.model.000251F_arrow_pilon.9.update,evm.model.000033F_arrow_pilon.67.1.update	ENSG00000136205.17,ENSG00000111077.18,ENSG00000079308.20
3118	3	2	3	evm.model.000402F_arrow_pilon.5.update	ENSG00000069956.14,ENSG00000141639.12
3119	2	2	2	evm.model.000045F_arrow_pilon.85.update	ENSG00000186591.13
3120	3	2	3	evm.model.000291F_arrow_pilon.26.update,evm.model.000191F_arrow_pilon.19.update	ENSG00000122490.19
3121	2	2	2	evm.model.000259F_arrow_pilon.40.update	ENSG00000130005.13
3122	4	2	4	evm.TU.000255F_arrow_pilon.13,evm.model.000521F_arrow_pilon.3.update	ENSG00000173698.18,ENSG00000112414.15
3123	2	2	2	evm.model.000275F_arrow_pilon.38.update	ENSG00000179698.14
3124	3	2	3	evm.model.000619F_arrow_pilon.10.update,evm.model.000138F_arrow_pilon.16.update	ENSG00000138760.11
3125	3	2	3	evm.model.000089F_arrow_pilon.29.update	ENSG00000276618.4,ENSG00000152942.19
3126	2	2	2	evm.model.000002F_arrow_pilon.146.update	ENSG00000123473.17
3127	4	2	4	evm.model.000058F_arrow_pilon.20.update	ENSG00000144677.15,ENSG00000144579.8,ENSG00000175215.11
3128	9	2	9	evm.model.000108F_arrow_pilon.26.update,evm.model.000127F_arrow_pilon.60.update1,evm.model.000127F_arrow_pilon.60.update2	ENSG00000102879.16,ENSG00000172725.14,ENSG00000110880.11,ENSG00000167549.19,ENSG00000106789.13,ENSG00000103647.13
3129	4	2	4	evm.model.000010F_arrow_pilon.79.update	ENSG00000144642.22,ENSG00000153250.21,ENSG00000076067.13
3130	3	2	3	evm.model.000561F_arrow_pilon.7.update	ENSG00000137575.12,ENSG00000125775.15
3131	2	2	2	evm.model.000551F_arrow_pilon.13.update	ENSG00000122483.18
3132	4	2	4	evm.model.000605F_arrow_pilon.9.update	ENSG00000237649.8,ENSG00000233450.7,ENSG00000204197.9
3133	3	2	3	evm.model.000226F_arrow_pilon.19.update	ENSG00000177879.17,ENSG00000157823.17
3134	3	2	3	evm.model.000250F_arrow_pilon.2.update,evm.model.000298F_arrow_pilon.3.update	ENSG00000147604.14
3135	2	2	2	evm.model.000279F_arrow_pilon.30.update	ENSG00000144674.17
3136	2	2	2	evm.model.000368F_arrow_pilon.11.update	ENSG00000082516.9
3137	3	2	3	evm.model.000861F_arrow_pilon.4.update	ENSG00000259956.2,ENSG00000162775.17
3138	2	2	2	evm.model.000066F_arrow_pilon.2.update	ENSG00000205060.11
3139	2	2	2	evm.model.000050F_arrow_pilon.59.update	ENSG00000161016.18
3140	2	2	2	evm.model.000295F_arrow_pilon.10.update	ENSG00000100422.14
3141	4	2	4	evm.model.000032F_arrow_pilon.46.1.update	ENSG00000178075.20,ENSG00000023171.20,ENSG00000089351.15
3142	4	2	4	evm.model.000371F_arrow_pilon.5.update	ENSG00000281089.3,ENSG00000085978.22,ENSG00000168010.11
3143	4	2	4	evm.TU.000025F_arrow_pilon.60,evm.model.000312F_arrow_pilon.26.update	ENSG00000140465.15,ENSG00000140505.7
3144	2	2	2	evm.model.000759F_arrow_pilon.3.update	ENSG00000161513.12
3145	2	2	2	evm.model.000199F_arrow_pilon.24.update	ENSG00000158315.11
3146	8	2	8	evm.model.000266F_arrow_pilon.43.update,evm.model.000307F_arrow_pilon.38.update	ENSG00000204022.9,ENSG00000182333.15,ENSG00000173239.14,ENSG00000204020.6,ENSG00000107798.18,ENSG00000204021.5
3147	2	2	2	evm.model.000006F_arrow_pilon.25.update	ENSG00000086598.11
3148	2	2	2	evm.model.000009F_arrow_pilon.54.update	ENSG00000108641.20
3149	2	2	2	evm.model.000016F_arrow_pilon.30.update	ENSG00000203705.11
3150	3	2	3	evm.TU.000224F_arrow_pilon.27	ENSG00000213619.11,ENSG00000285387.2
3151	4	2	4	evm.TU.000013F_arrow_pilon.82	ENSG00000114378.17,ENSG00000068001.14,ENSG00000106302.10
3152	3	2	3	evm.model.000295F_arrow_pilon.6.update	ENSG00000125845.7,ENSG00000125378.16
3153	3	2	3	evm.TU.000000F_arrow_pilon.107,evm.model.000080F_arrow_pilon.5.update	ENSG00000166133.18
3154	2	2	2	evm.TU.000284F_arrow_pilon.9	ENSG00000167721.11
3155	2	2	2	evm.model.000388F_arrow_pilon.8.update	ENSG00000115970.19
3156	3	2	3	evm.model.000302F_arrow_pilon.24.update	ENSG00000212122.4,ENSG00000206203.5
3157	2	2	2	evm.model.000014F_arrow_pilon.106.update	ENSG00000185946.16
3158	2	2	2	evm.model.001018F_arrow_pilon.3.update	ENSG00000180901.11
3159	3	2	3	evm.model.000597F_arrow_pilon.2.update,evm.TU.000087F_arrow_pilon.75	ENSG00000241878.12
3160	3	2	3	evm.model.000021F_arrow_pilon.74.update	ENSG00000160199.15,ENSG00000165495.16
3161	2	2	2	evm.model.000027F_arrow_pilon.39.2.update	ENSG00000107614.22
3162	2	2	2	evm.model.000222F_arrow_pilon.9.update	ENSG00000153790.12
3163	3	2	3	evm.model.000031F_arrow_pilon.52.update	ENSG00000066382.17,ENSG00000186732.14
3164	3	2	3	evm.TU.000265F_arrow_pilon.16	ENSG00000270757.1,ENSG00000115540.15
3165	3	2	3	evm.model.000521F_arrow_pilon.7.update	ENSG00000167815.12,ENSG00000117450.15
3166	4	2	4	evm.model.000141F_arrow_pilon.45.update,evm.model.000141F_arrow_pilon.44.update1,evm.model.000390F_arrow_pilon.16.update	ENSG00000148824.19
3167	4	2	4	evm.model.000021F_arrow_pilon.63.update	ENSG00000175727.14,ENSG00000009950.16,ENSG00000281178.4
3168	5	2	5	evm.model.000087F_arrow_pilon.3.update	ENSG00000026025.16,ENSG00000135406.14,ENSG00000131095.14,ENSG00000175084.13
3169	2	2	2	evm.model.000105F_arrow_pilon.12.update	ENSG00000168427.9
3170	2	2	2	evm.model.000127F_arrow_pilon.26.update	ENSG00000171863.15
3171	2	2	2	evm.model.000098F_arrow_pilon.2.update	ENSG00000069248.12
3172	5	2	5	evm.model.000643F_arrow_pilon.14.update	ENSG00000137872.17,ENSG00000092421.17,ENSG00000167680.17,ENSG00000143434.17
3173	2	2	2	evm.model.000111F_arrow_pilon.27.update	ENSG00000105676.14
3174	4	2	4	evm.model.000006F_arrow_pilon.17.1.update	ENSG00000133069.17,ENSG00000172765.18,ENSG00000057704.13
3175	2	2	2	evm.model.000351F_arrow_pilon.28.update	ENSG00000103150.7
3176	2	2	2	evm.model.000098F_arrow_pilon.33.update	ENSG00000100056.12
3177	3	2	3	evm.model.000109F_arrow_pilon.7.update	ENSG00000022567.10,ENSG00000162426.16
3178	3	2	3	evm.model.000311F_arrow_pilon.33.update	ENSG00000115756.13,ENSG00000121905.10
3179	2	2	2	MSTRG.19112.update	ENSG00000053900.11
3180	5	2	5	MSTRG.10682.update,MSTRG.10683.update,MSTRG.5623.update	ENSG00000274474.3,ENSG00000108953.17
3181	4	2	4	evm.model.000115F_arrow_pilon.40.update,evm.TU.000020F_arrow_pilon.60	ENSG00000082512.15,ENSG00000131323.16
3182	3	2	3	evm.TU.000362F_arrow_pilon.4	ENSG00000164175.15,ENSG00000281919.2
3183	3	2	3	MSTRG.2324.update	ENSG00000101811.14,ENSG00000177613.9
3184	2	2	2	evm.model.000055F_arrow_pilon.12.update	ENSG00000160752.15
3185	2	2	2	evm.model.000009F_arrow_pilon.24.update	ENSG00000007944.15
3186	3	2	3	evm.model.000092F_arrow_pilon.26.update	ENSG00000164458.10,ENSG00000143178.13
3187	2	2	2	evm.model.000003F_arrow_pilon.126.update	ENSG00000104356.11
3188	3	2	3	evm.model.000047F_arrow_pilon.8.update	ENSG00000230797.3,ENSG00000100811.14
3189	2	2	2	evm.model.000105F_arrow_pilon.7.update	ENSG00000104856.14
3190	2	2	2	evm.TU.000066F_arrow_pilon.37	ENSG00000084734.9
3191	3	2	3	MSTRG.8124.update,MSTRG.8125.update	ENSG00000105705.16
3192	2	2	2	evm.model.000460F_arrow_pilon.10.update	ENSG00000188316.15
3193	2	2	2	evm.model.000081F_arrow_pilon.59.update	ENSG00000188732.11
3194	2	2	2	evm.model.000157F_arrow_pilon.8.update	ENSG00000119616.11
3195	2	2	2	evm.TU.000036F_arrow_pilon.90	ENSG00000119684.16
3196	3	2	3	evm.model.000133F_arrow_pilon.3.update,evm.model.000529F_arrow_pilon.9.update	ENSG00000012174.12
3197	4	2	4	evm.model.000693F_arrow_pilon.9.update1,evm.model.000693F_arrow_pilon.9.update2	ENSG00000122643.23,ENSG00000141698.17
3198	3	2	3	evm.model.000460F_arrow_pilon.5.update,evm.TU.000138F_arrow_pilon.15	ENSG00000106392.11
3199	3	2	3	evm.model.000333F_arrow_pilon.13.update1,evm.model.000333F_arrow_pilon.13.update2	ENSG00000179151.13
3200	2	2	2	evm.model.000217F_arrow_pilon.40.update	ENSG00000162236.13
3201	2	2	2	evm.model.000036F_arrow_pilon.32.update	ENSG00000167280.17
3202	4	2	4	evm.model.000005F_arrow_pilon.72.update,evm.model.000037F_arrow_pilon.38.update	ENSG00000116005.12,ENSG00000145882.11
3203	3	2	3	evm.model.000071F_arrow_pilon.62.1.update	ENSG00000069974.16,ENSG00000041353.10
3204	6	2	6	evm.model.000111F_arrow_pilon.39.update	ENSG00000184984.10,ENSG00000181072.12,ENSG00000168539.4,ENSG00000180720.8,ENSG00000133019.12
3205	3	2	3	evm.model.000675F_arrow_pilon.13.update,evm.model.000499F_arrow_pilon.6.update	ENSG00000110871.15
3206	3	2	3	evm.model.000000F_arrow_pilon.15.1.update,evm.model.000038F_arrow_pilon.38.update	ENSG00000088833.18
3207	2	2	2	evm.model.000227F_arrow_pilon.10.update	ENSG00000111737.12
3208	3	2	3	evm.model.000006F_arrow_pilon.114.update	ENSG00000157933.10,ENSG00000136603.14
3209	3	2	3	evm.model.000004F_arrow_pilon.54.update	ENSG00000143179.16,ENSG00000130717.13
3210	2	2	2	evm.model.000057F_arrow_pilon.72.1.update	ENSG00000112531.17
3211	2	2	2	evm.model.000606F_arrow_pilon.6.update	ENSG00000165272.16
3212	3	2	3	evm.model.000098F_arrow_pilon.40.update	ENSG00000174669.12,ENSG00000112759.19
3213	2	2	2	evm.model.000330F_arrow_pilon.7.update	ENSG00000167645.17
3214	2	2	2	evm.model.000139F_arrow_pilon.14.update	ENSG00000168096.15
3215	2	2	2	evm.model.000004F_arrow_pilon.52.update	ENSG00000110074.12
3216	4	2	4	MSTRG.16835.update,MSTRG.16836.update	ENSG00000010803.16,ENSG00000102098.19
3217	5	2	5	evm.model.000024F_arrow_pilon.14.update,MSTRG.5145.update	ENSG00000285053.1,ENSG00000284770.2,ENSG00000282984.2
3218	2	2	2	MSTRG.6689.update	ENSG00000119927.14
3219	2	2	2	evm.TU.000283F_arrow_pilon.32	ENSG00000188167.9
3220	2	2	2	evm.model.000058F_arrow_pilon.8.update	ENSG00000172954.14
3221	2	2	2	evm.model.000244F_arrow_pilon.25.update	ENSG00000101246.20
3222	3	2	3	evm.model.000606F_arrow_pilon.18.update,evm.model.000268F_arrow_pilon.35.update	ENSG00000116138.13
3223	2	2	2	evm.model.000136F_arrow_pilon.12.update	ENSG00000129636.13
3224	7	2	7	evm.model.000067F_arrow_pilon.71.update	ENSG00000162040.7,ENSG00000153976.3,ENSG00000125430.9,ENSG00000276333.2,ENSG00000182601.7,ENSG00000122254.7
3225	79	2	79	evm.TU.000014F_arrow_pilon.116,evm.TU.000059F_arrow_pilon.18,evm.model.000014F_arrow_pilon.114.update,evm.model.000014F_arrow_pilon.117.update,evm.model.000014F_arrow_pilon.115.update,evm.model.000787F_arrow_pilon.8.update,evm.model.000553F_arrow_pilon.3.1.update,evm.model.000183F_arrow_pilon.36.1.update,evm.model.000787F_arrow_pilon.9.update,evm.TU.000460F_arrow_pilon.13,evm.model.000787F_arrow_pilon.10.update,evm.model.000106F_arrow_pilon.22_evm.model.000106F_arrow_pilon.23.update,evm.TU.001062F_arrow_pilon.5,evm.TU.001247F_arrow_pilon.2,evm.TU.000193F_arrow_pilon.27,evm.model.000084F_arrow_pilon.60.update,evm.TU.000212F_arrow_pilon.35,evm.TU.000269F_arrow_pilon.24,evm.model.000068F_arrow_pilon.20.update2,evm.model.000068F_arrow_pilon.20.update1,evm.model.000150F_arrow_pilon.7.update,evm.TU.000197F_arrow_pilon.33,evm.TU.000562F_arrow_pilon.24,evm.TU.000417F_arrow_pilon.7,evm.TU.000116F_arrow_pilon.34,evm.TU.000553F_arrow_pilon.14,evm.TU.000798F_arrow_pilon.7,evm.TU.000018F_arrow_pilon.64,evm.TU.000484F_arrow_pilon.15,evm.model.000179F_arrow_pilon.27.update,evm.TU.000143F_arrow_pilon.24,evm.TU.000191F_arrow_pilon.36,evm.TU.001195F_arrow_pilon.4,evm.TU.000005F_arrow_pilon.99,evm.TU.000139F_arrow_pilon.9,MSTRG.7991.update,evm.TU.000001F_arrow_pilon.8,evm.TU.000246F_arrow_pilon.29,evm.TU.000024F_arrow_pilon.48,evm.TU.001538F_arrow_pilon.1,evm.TU.000287F_arrow_pilon.1,evm.TU.000090F_arrow_pilon.25,evm.TU.000025F_arrow_pilon.6,evm.TU.000017F_arrow_pilon.6,evm.TU.000141F_arrow_pilon.37,evm.TU.000043F_arrow_pilon.59,evm.TU.000077F_arrow_pilon.10,evm.TU.000182F_arrow_pilon.12,evm.TU.000282F_arrow_pilon.4,evm.TU.000366F_arrow_pilon.20,evm.TU.001472F_arrow_pilon.1,evm.TU.000179F_arrow_pilon.8,evm.TU.000526F_arrow_pilon.7,evm.TU.000045F_arrow_pilon.65,evm.TU.000007F_arrow_pilon.45,evm.TU.000043F_arrow_pilon.14,evm.TU.000389F_arrow_pilon.8,evm.TU.000607F_arrow_pilon.4,evm.TU.000082F_arrow_pilon.12,evm.TU.000230F_arrow_pilon.25,evm.TU.000195F_arrow_pilon.9,MSTRG.17848.update,evm.TU.000620F_arrow_pilon.1,evm.TU.000000F_arrow_pilon.119,evm.model.000043F_arrow_pilon.64.update,evm.TU.000080F_arrow_pilon.13,evm.TU.000368F_arrow_pilon.1,evm.TU.000498F_arrow_pilon.14,evm.TU.000112F_arrow_pilon.36,evm.TU.000023F_arrow_pilon.34,evm.TU.000026F_arrow_pilon.62,evm.TU.000311F_arrow_pilon.36	ENSG00000172824.16,ENSG00000198848.13,ENSG00000159398.16,ENSG00000262243.5,ENSG00000261972.5,ENSG00000172831.14,ENSG00000172828.13
3226	2	2	2	evm.model.000059F_arrow_pilon.21.update	ENSG00000027847.14
3227	4	2	4	evm.model.000004F_arrow_pilon.24.update	ENSG00000170801.10,ENSG00000115317.12,ENSG00000166033.13
3228	4	2	4	evm.model.000079F_arrow_pilon.5.update1,evm.model.000079F_arrow_pilon.5.update2	ENSG00000284057.1,ENSG00000042429.12
3229	2	2	2	evm.model.000027F_arrow_pilon.30.update	ENSG00000053372.5
3230	3	2	3	evm.model.000441F_arrow_pilon.1.update,evm.model.000832F_arrow_pilon.4.update	ENSG00000059769.20
3231	3	2	3	evm.model.000021F_arrow_pilon.33.update	ENSG00000126351.13,ENSG00000151090.20
3232	3	2	3	evm.model.000121F_arrow_pilon.8.update	ENSG00000188859.7,ENSG00000126882.13
3233	2	2	2	evm.model.000331F_arrow_pilon.8.update	ENSG00000166166.13
3234	5	2	5	evm.TU.000016F_arrow_pilon.58,evm.model.000047F_arrow_pilon.24.update	ENSG00000164690.8,ENSG00000163501.7,ENSG00000139549.4
3235	2	2	2	evm.model.000637F_arrow_pilon.10.update	ENSG00000104613.12
3236	2	2	2	evm.model.000148F_arrow_pilon.15.update	ENSG00000177602.5
3237	2	2	2	evm.model.000025F_arrow_pilon.46.update	ENSG00000113558.19
3238	3	2	3	evm.model.000420F_arrow_pilon.21.update	ENSG00000183010.17,ENSG00000143811.20
3239	3	2	3	MSTRG.5096.update	ENSG00000163596.17,ENSG00000003147.19
3240	3	2	3	evm.model.000204F_arrow_pilon.17.update	ENSG00000196376.11,ENSG00000110660.15
3241	4	2	4	evm.model.000102F_arrow_pilon.7.update	ENSG00000175564.13,ENSG00000109424.4,ENSG00000175567.11
3242	2	2	2	evm.model.000227F_arrow_pilon.40.update	ENSG00000140688.17
3243	2	2	2	evm.model.000277F_arrow_pilon.33.update	ENSG00000135930.15
3244	7	2	7	evm.TU.000336F_arrow_pilon.4,evm.TU.000336F_arrow_pilon.5,evm.TU.000087F_arrow_pilon.19	ENSG00000128510.12,ENSG00000091704.10,ENSG00000158516.12,ENSG00000158525.16
3245	3	2	3	evm.model.000062F_arrow_pilon.45.update	ENSG00000144824.21,ENSG00000019144.20
3246	4	2	4	evm.model.000147F_arrow_pilon.15.update	ENSG00000169856.9,ENSG00000119547.6,ENSG00000205922.5
3247	3	2	3	evm.model.000268F_arrow_pilon.26.update	ENSG00000138757.15,ENSG00000145907.16
3248	3	2	3	evm.model.000108F_arrow_pilon.62.update	ENSG00000215472.10,ENSG00000265681.8
3249	4	2	4	evm.model.000153F_arrow_pilon.4.update	ENSG00000187630.18,ENSG00000284807.2,ENSG00000157326.19
3250	2	2	2	evm.model.000009F_arrow_pilon.74.update	ENSG00000184860.10
3251	2	2	2	evm.model.000072F_arrow_pilon.39.update	ENSG00000175224.17
3252	2	2	2	evm.TU.000016F_arrow_pilon.113	ENSG00000136045.12
3253	4	2	4	evm.model.000115F_arrow_pilon.12.update,evm.TU.000071F_arrow_pilon.89	ENSG00000153303.18,ENSG00000139926.16
3254	2	2	2	evm.TU.000057F_arrow_pilon.5	ENSG00000164117.14
3255	2	2	2	evm.model.000176F_arrow_pilon.36.update	ENSG00000137106.18
3256	2	2	2	MSTRG.13684.update	ENSG00000128708.13
3257	6	2	6	evm.model.000044F_arrow_pilon.92.update,evm.model.000044F_arrow_pilon.91.update,evm.model.000044F_arrow_pilon.90.update	ENSG00000049449.10,ENSG00000128595.17,ENSG00000285283.1
3258	2	2	2	evm.model.000071F_arrow_pilon.56.update	ENSG00000029364.12
3259	2	2	2	evm.model.000160F_arrow_pilon.1.update	ENSG00000091542.9
3260	2	2	2	evm.model.000044F_arrow_pilon.59.update	ENSG00000165917.10
3261	2	2	2	evm.model.001315F_arrow_pilon.2.update	ENSG00000079432.9
3262	2	2	2	evm.model.000152F_arrow_pilon.59.update	ENSG00000104852.15
3263	4	2	4	evm.model.000036F_arrow_pilon.52.update	ENSG00000116016.14,ENSG00000100644.17,ENSG00000124440.16
3264	2	2	2	evm.model.000007F_arrow_pilon.61.update	ENSG00000163960.12
3265	3	2	3	evm.model.000109F_arrow_pilon.17.update	ENSG00000164951.16,ENSG00000172840.7
3266	3	2	3	evm.model.000639F_arrow_pilon.12.update	ENSG00000204991.11,ENSG00000134278.16
3267	2	2	2	evm.model.000001F_arrow_pilon.22.update	ENSG00000141642.9
3268	2	2	2	evm.model.000003F_arrow_pilon.61.update	ENSG00000163743.14
3269	2	2	2	evm.model.000058F_arrow_pilon.35.update	ENSG00000142676.14
3270	2	2	2	evm.model.000410F_arrow_pilon.7.1.update	ENSG00000196151.11
3271	4	2	4	evm.model.000146F_arrow_pilon.43.update	ENSG00000079102.16,ENSG00000129993.15,ENSG00000078699.22
3272	4	2	4	evm.model.000112F_arrow_pilon.4.update	ENSG00000277111.3,ENSG00000276358.2,ENSG00000225190.11
3273	3	2	3	evm.model.000296F_arrow_pilon.31.update,evm.model.001315F_arrow_pilon.4.update	ENSG00000111358.14
3274	4	2	4	evm.model.000118F_arrow_pilon.49.update,evm.TU.000118F_arrow_pilon.48	ENSG00000138083.5,ENSG00000184302.7
3275	2	2	2	evm.model.000277F_arrow_pilon.25.update	ENSG00000109771.16
3276	4	2	4	evm.model.000065F_arrow_pilon.67.update	ENSG00000181467.5,ENSG00000123728.10,ENSG00000125249.7
3277	3	2	3	evm.model.000019F_arrow_pilon.25.1.update	ENSG00000160972.10,ENSG00000101445.10
3278	5	2	5	evm.model.000610F_arrow_pilon.10.update	ENSG00000090097.22,ENSG00000197111.16,ENSG00000169564.7,ENSG00000183570.17
3279	2	2	2	MSTRG.10198.update	ENSG00000162959.14
3280	6	2	6	MSTRG.18396.update,MSTRG.18397.update	ENSG00000213420.8,ENSG00000063660.9,ENSG00000183098.11,ENSG00000076716.9
3281	3	2	3	evm.TU.000069F_arrow_pilon.13	ENSG00000160360.13,ENSG00000121957.15
3282	2	2	2	evm.TU.000070F_arrow_pilon.5	ENSG00000091436.17
3283	3	2	3	evm.model.000079F_arrow_pilon.77.3.update,evm.model.000610F_arrow_pilon.11.update	ENSG00000138463.9
3284	3	2	3	evm.model.000019F_arrow_pilon.28.update	ENSG00000114942.14,ENSG00000283391.2
3285	4	2	4	evm.model.000259F_arrow_pilon.29.update	ENSG00000151615.3,ENSG00000091010.6,ENSG00000152192.8
3286	2	2	2	evm.model.000002F_arrow_pilon.129.update	ENSG00000170836.13
3287	2	2	2	evm.model.000166F_arrow_pilon.16.update	ENSG00000116747.13
3288	8	2	8	evm.model.000452F_arrow_pilon.5.update	ENSG00000204227.5,ENSG00000121481.11,ENSG00000228520.3,ENSG00000235107.3,ENSG00000226788.3,ENSG00000231115.3,ENSG00000206287.5
